epoch, loss, accuracy
1, 2.5774, 0.4375
2, 2.4782, 0.575
3, 2.3936, 0.8313
4, 2.3421, 0.8625
5, 2.3172, 0.8625
6, 2.2992, 0.875
7, 2.2637, 0.8625
8, 2.241, 0.875
9, 2.2244, 0.875
10, 2.2109, 0.875
11, 2.2004, 0.875
12, 2.1879, 0.875
13, 2.1752, 0.875
14, 2.1664, 0.875
15, 2.158, 0.875
16, 2.149, 0.875
17, 2.1421, 0.875
18, 2.1349, 0.875
19, 2.1284, 0.875
20, 2.1232, 0.875
21, 2.1185, 0.875
22, 2.1141, 0.875
23, 2.1099, 0.875
24, 2.1061, 0.875
25, 2.1024, 0.875
26, 2.099, 0.875
27, 2.0959, 0.875
28, 2.0929, 0.875
29, 2.0901, 0.875
30, 2.0874, 0.875
31, 2.0849, 0.875
32, 2.0825, 0.875
33, 2.0803, 0.875
34, 2.0782, 0.875
35, 2.0761, 0.875
36, 2.0742, 0.875
37, 2.0722, 0.875
38, 2.0702, 0.875
39, 2.0681, 0.875
40, 2.0643, 0.875
41, 2.0605, 0.875
42, 2.0589, 0.875
43, 2.0571, 0.875
44, 2.0556, 0.875
45, 2.0544, 0.875
46, 2.0532, 0.875
47, 2.0521, 0.875
48, 2.0511, 0.875
49, 2.0501, 0.875
50, 2.0491, 0.875
51, 2.0482, 0.875
52, 2.0473, 0.875
53, 2.0465, 0.875
54, 2.0457, 0.875
55, 2.0449, 0.875
56, 2.0442, 0.875
57, 2.0435, 0.875
58, 2.0428, 0.875
59, 2.0422, 0.875
60, 2.0415, 0.875
61, 2.0409, 0.875
62, 2.0403, 0.875
63, 2.0398, 0.875
64, 2.0392, 0.875
65, 2.0387, 0.875
66, 2.0382, 0.875
67, 2.0377, 0.875
68, 2.0373, 0.875
69, 2.0368, 0.875
70, 2.0364, 0.875
71, 2.036, 0.875
72, 2.0355, 0.875
73, 2.0351, 0.875
74, 2.0348, 0.875
75, 2.0344, 0.875
76, 2.034, 0.875
77, 2.0337, 0.875
78, 2.0333, 0.875
79, 2.033, 0.875
80, 2.0327, 0.875
81, 2.0324, 0.875
82, 2.0321, 0.875
83, 2.0318, 0.875
84, 2.0315, 0.875
85, 2.0312, 0.875
86, 2.0309, 0.875
87, 2.0307, 0.875
88, 2.0304, 0.875
89, 2.0302, 0.875
90, 2.0299, 0.875
91, 2.0297, 0.875
92, 2.0294, 0.875
93, 2.0292, 0.875
94, 2.029, 0.875
95, 2.0288, 0.875
96, 2.0286, 0.875
97, 2.0284, 0.875
98, 2.0282, 0.875
99, 2.028, 0.875
100, 2.0278, 0.875
101, 1.9314, 0.7812
