epoch, loss, accuracy
1,1.6316,0.7563
2,1.4873,0.8687
3,1.353,0.875
4,1.2384,0.875
5,1.1022,0.875
6,0.9662,0.875
7,0.8357,0.875
8,0.7058,0.875
9,0.5778,0.875
10,0.4635,0.875
11,0.3801,0.875
12,0.3441,0.875
13,0.3399,0.875
14,0.335,0.875
15,0.3246,0.875
16,0.3172,0.875
17,0.3124,0.875
18,0.3079,0.875
19,0.304,0.875
20,0.3014,0.875
21,0.2992,0.875
22,0.2964,0.875
23,0.2935,0.875
24,0.29,0.875
25,0.284,0.875
26,0.2819,0.875
27,0.2736,0.875
28,0.2664,0.875
29,0.2611,0.875
30,0.2572,0.875
31,0.2531,0.875
32,0.2492,0.875
33,0.2455,0.875
34,0.2419,0.875
35,0.2385,0.875
36,0.2352,0.875
37,0.2321,0.875
38,0.229,0.875
39,0.2261,0.875
40,0.2232,0.875
41,0.2205,0.875
42,0.2178,0.875
43,0.2152,0.875
44,0.2127,0.875
45,0.2103,0.875
46,0.2079,0.875
47,0.2056,0.875
48,0.2033,0.875
49,0.2011,0.875
50,0.1989,0.875
51,0.1968,0.875
52,0.1948,0.875
53,0.1927,0.875
54,0.1908,0.875
55,0.1888,0.875
56,0.1869,0.875
57,0.1851,0.875
58,0.1832,0.875
59,0.1814,0.875
60,0.1797,0.875
61,0.1779,0.875
62,0.1762,0.875
63,0.1746,0.875
64,0.1729,0.875
65,0.1713,0.875
66,0.1697,0.875
67,0.1682,0.875
68,0.1666,0.9
69,0.1651,1.0
70,0.1636,1.0
71,0.1622,1.0
72,0.1607,1.0
73,0.1593,1.0
74,0.1579,1.0
75,0.1565,1.0
76,0.1551,1.0
77,0.1538,1.0
78,0.1525,1.0
79,0.1512,1.0
80,0.1499,1.0
81,0.1486,1.0
82,0.1473,1.0
83,0.1461,1.0
84,0.1449,1.0
85,0.1437,1.0
86,0.1425,1.0
87,0.1413,1.0
88,0.1402,1.0
89,0.139,1.0
90,0.1379,1.0
91,0.1368,1.0
92,0.1357,1.0
93,0.1346,1.0
94,0.1335,1.0
95,0.1325,1.0
96,0.1314,1.0
97,0.1304,1.0
98,0.1293,1.0
99,0.1283,1.0
100,0.1273,1.0
101,0.4567,0.75
