epoch, loss, accuracy
1,0.8229,0.55
2,0.3762,0.9062
3,0.3669,0.8625
4,0.3355,0.875
5,0.2516,1.0
6,0.2147,1.0
7,0.1982,1.0
8,0.1824,1.0
9,0.1678,1.0
10,0.1589,1.0
11,0.1507,1.0
12,0.1429,1.0
13,0.1359,1.0
14,0.1294,1.0
15,0.1233,1.0
16,0.1176,1.0
17,0.1123,1.0
18,0.1074,1.0
19,0.1028,1.0
20,0.0985,1.0
21,0.0945,1.0
22,0.0907,1.0
23,0.0871,1.0
24,0.0838,1.0
25,0.0806,1.0
26,0.0777,1.0
27,0.0749,1.0
28,0.0722,1.0
29,0.0697,1.0
30,0.0673,1.0
31,0.0651,1.0
32,0.0629,1.0
33,0.0609,1.0
34,0.059,1.0
35,0.0571,1.0
36,0.0554,1.0
37,0.0537,1.0
38,0.0521,1.0
39,0.0506,1.0
40,0.0492,1.0
41,0.0478,1.0
42,0.0465,1.0
43,0.0452,1.0
44,0.044,1.0
45,0.0428,1.0
46,0.0417,1.0
47,0.0407,1.0
48,0.0396,1.0
49,0.0387,1.0
50,0.0377,1.0
51,0.0368,1.0
52,0.0359,1.0
53,0.0351,1.0
54,0.0343,1.0
55,0.0335,1.0
56,0.0327,1.0
57,0.032,1.0
58,0.0313,1.0
59,0.0306,1.0
60,0.03,1.0
61,0.0293,1.0
62,0.0287,1.0
63,0.0281,1.0
64,0.0275,1.0
65,0.027,1.0
66,0.0265,1.0
67,0.0259,1.0
68,0.0254,1.0
69,0.0249,1.0
70,0.0245,1.0
71,0.024,1.0
72,0.0236,1.0
73,0.0231,1.0
74,0.0227,1.0
75,0.0223,1.0
76,0.0219,1.0
77,0.0215,1.0
78,0.0211,1.0
79,0.0208,1.0
80,0.0204,1.0
81,0.0201,1.0
82,0.0197,1.0
83,0.0194,1.0
84,0.0191,1.0
85,0.0188,1.0
86,0.0185,1.0
87,0.0182,1.0
88,0.0179,1.0
89,0.0176,1.0
90,0.0173,1.0
91,0.0171,1.0
92,0.0168,1.0
93,0.0165,1.0
94,0.0163,1.0
95,0.016,1.0
96,0.0158,1.0
97,0.0156,1.0
98,0.0153,1.0
99,0.0151,1.0
100,0.0149,1.0
101,0.7693,0.75
