epoch, loss, accuracy
1,1.1775,0.4313
2,0.7732,0.5125
3,0.5179,0.8625
4,0.5368,0.5
5,0.4966,0.775
6,0.4338,0.9812
7,0.4145,1.0
8,0.4056,1.0
9,0.392,1.0
10,0.3801,1.0
11,0.3754,1.0
12,0.3683,1.0
13,0.3608,1.0
14,0.355,1.0
15,0.349,1.0
16,0.343,1.0
17,0.3374,1.0
18,0.3319,1.0
19,0.3265,1.0
20,0.3212,1.0
21,0.3161,1.0
22,0.3111,1.0
23,0.3062,1.0
24,0.3014,1.0
25,0.2967,1.0
26,0.2922,1.0
27,0.2877,1.0
28,0.2833,1.0
29,0.279,1.0
30,0.2748,1.0
31,0.2707,1.0
32,0.2667,1.0
33,0.2627,1.0
34,0.2588,1.0
35,0.2551,1.0
36,0.2514,1.0
37,0.2477,1.0
38,0.2442,1.0
39,0.2407,1.0
40,0.2373,1.0
41,0.2339,1.0
42,0.2306,1.0
43,0.2274,1.0
44,0.2242,1.0
45,0.2211,1.0
46,0.2181,1.0
47,0.2151,1.0
48,0.2122,1.0
49,0.2093,1.0
50,0.2065,1.0
51,0.2038,1.0
52,0.201,1.0
53,0.1984,1.0
54,0.1958,1.0
55,0.1932,1.0
56,0.1907,1.0
57,0.1882,1.0
58,0.1858,1.0
59,0.1835,1.0
60,0.1811,1.0
61,0.1788,1.0
62,0.1766,1.0
63,0.1744,1.0
64,0.1722,1.0
65,0.1701,1.0
66,0.168,1.0
67,0.1659,1.0
68,0.1639,1.0
69,0.1619,1.0
70,0.1599,1.0
71,0.158,1.0
72,0.1561,1.0
73,0.1543,1.0
74,0.1525,1.0
75,0.1507,1.0
76,0.1489,1.0
77,0.1472,1.0
78,0.1455,1.0
79,0.1438,1.0
80,0.1422,1.0
81,0.1405,1.0
82,0.1389,1.0
83,0.1374,1.0
84,0.1358,1.0
85,0.1343,1.0
86,0.1328,1.0
87,0.1314,1.0
88,0.1299,1.0
89,0.1285,1.0
90,0.1271,1.0
91,0.1257,1.0
92,0.1244,1.0
93,0.123,1.0
94,0.1217,1.0
95,0.1204,1.0
96,0.1191,1.0
97,0.1179,1.0
98,0.1167,1.0
99,0.1154,1.0
100,0.1142,1.0
101,2.7503,0.7812
